Molecule ChEMBL ID,Smiles,Standard Value,pIC50
CHEMBL4113923,Cc1cc2sc(-c3c(N[C@@H]4C[C@H](CO)[C@@H](O)[C@H]4O)nc(N4CCOCC4)[nH]c3=O)nc2c(C)n1,923,6.04
CHEMBL255253,CN1[C@@H]2CC[C@H]1CC(Nc1cccc(-c3cnc4ccccn34)n1)C2,914,6.04
CHEMBL4111171,O=c1[nH]c(NC2COC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,892,6.05
CHEMBL3945308,Cc1oc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)nc1NC(=O)OC(C)(C)C,875,6.06
CHEMBL4112526,O=c1[nH]c(N2CCOCC2CO)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,864,6.06
CHEMBL4109853,Cc1ccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)nc1,872,6.06
CHEMBL2022369,Cc1cn2c(-c3cnn(CC(=O)NCc4cccs4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1,873,6.06
CHEMBL3601083,Cc1cc(Nc2ncc(-c3cscn3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1,852,6.07
CHEMBL4110321,CC(C)[C@H]1C[C@@H](Nc2nc[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,850,6.07
CHEMBL4106466,CN1CCC2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4ccc5ccccc5n4)c(=O)[nH]3)C2C1,851,6.07
CHEMBL3622529,C[C@H]1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,847,6.07
CHEMBL4080656,NC(=O)c1cnc(Nc2ccccc2)cc1N[C@H](CO)c1ccccc1,840,6.08
CHEMBL3960060,COc1cc(C(=O)NCCCO)ccc1NC(=O)c1csc2cncnc12,833,6.08
CHEMBL4064661,CC(C)Oc1cc2c(OC[C@H]3CCC(=O)N3)nccc2cc1C(N)=O,840,6.08
CHEMBL3892422,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1ccc2cn[nH]c2c1,812.8,6.09
CHEMBL3921439,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)NCC2CCCCC2)cs1,795,6.1
CHEMBL377259,Cc1ccc2[nH]c(NC(=O)c3cccc([N+](=O)[O-])c3)nc2c1,800,6.1
CHEMBL3922946,CSc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,798,6.1
CHEMBL259797,COc1ccccc1NC(=O)c1csc(-c2cccnc2)n1,800,6.1
CHEMBL4113113,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNCC(F)(F)C2)c1-c1nc2ccccc2s1,792,6.1
CHEMBL3963416,O=C(Nc1cc(Cl)ccc1C1CCCCC1)c1cnn2cccnc12,799,6.1
CHEMBL3976860,COc1cc2cc[nH]c2cc1NC(=O)c1cnn2cccnc12,787,6.1
CHEMBL3917833,O=c1[nH]c(N2CCOCC2)nc(NCCN2CCC(O)CC2)c1-c1nc2ccccc2s1,780,6.11
CHEMBL3983974,CC(O)CNc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,780,6.11
CHEMBL3909791,NC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)C1,766,6.12
CHEMBL4109321,COc1ccc(N2CC3CC2CN3c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)cc1,757,6.12
CHEMBL3963873,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)N2CCN(c3ccc(F)cc3F)CC2)cs1,763.8,6.12
CHEMBL3971885,CN(C)c1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,739,6.13
CHEMBL4790192,Cc1noc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)nc2N[C@H](CO)c2ccccc2)n1,740,6.13
CHEMBL4099198,NC(=O)c1cnc(Nc2ccccc2)cc1N[C@H](CO)Cc1ccccc1,730,6.14
CHEMBL3982323,CN1CCCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)C1,720,6.14
CHEMBL4068348,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC,730,6.14
CHEMBL3900722,O=C(Nc1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,717,6.14
CHEMBL4113648,O=c1[nH]c(C2CCN(C3CCC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,730,6.14
CHEMBL5270577,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cn(C)cn5)ccc4n3)cn2)CC1,730,6.14
CHEMBL256917,Cn1cc(-c2cccc(C(=O)Nc3ccccc3Cl)n2)cn1,710,6.15
CHEMBL5204435,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(C(=O)N4CCCC4)ccc3F)nc3ccsc23)[C@H]2C=C[C@@H]1C2,711,6.15
CHEMBL254546,CN1CCN(c2ccc(NC(=O)c3csc(-c4cccnc4)n3)cc2)CC1,700,6.16
CHEMBL4108513,Nc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,694,6.16
CHEMBL4109087,CN1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,690,6.16
CHEMBL4075758,CNC(=O)c1cnc(Nc2ccc3c(c2)CC(=O)N3C)cc1N[C@@H](c1ccccc1)[C@H](O)CO,690,6.16
CHEMBL3985495,O=c1[nH]c(N2CCOCC2)nc(NCCNCCO)c1-c1ccc2ccccc2n1,670,6.17
CHEMBL3968119,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(-c2ccc(F)c(S(=O)(=O)NC(C)(C)C)c2)o1,675.9,6.17
CHEMBL4073250,CCOc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,672,6.17
CHEMBL256719,O=C(Nc1ccccc1Cl)c1cccc(-c2cn[nH]c2)n1,660,6.18
CHEMBL4115260,CC(C)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,660,6.18
CHEMBL4114262,O=c1[nH]c(Nc2ccncc2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,654,6.18
CHEMBL4108483,O=c1[nH]c(NC2CNC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,656,6.18
CHEMBL3601077,OC[C@H]1C[C@@H](Nc2nc(NC3CC3)ncc2-c2nc3cnccc3s2)[C@H](O)[C@@H]1O,647,6.19
CHEMBL1650551,Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1,640,6.19
CHEMBL3892585,O=C(Nc1cc(Cl)ccc1N1CCC(CO)C1)c1cnn2cccnc12,650,6.19
CHEMBL3896014,COc1cc(C(=O)NCCCO)ccc1NC(=O)c1cnn2cccnc12,640,6.19
CHEMBL3940395,O=c1[nH]c(N2CCOCC2)nc(NCCNCCO)c1-c1nc2ccccc2s1,640,6.19
CHEMBL3622184,Cc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,635,6.2
CHEMBL4107413,O=c1[nH]c(NC2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,636,6.2
CHEMBL3622184,Cc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,635,6.2
CHEMBL3622519,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CCNC2)c1-c1nc2ccccc2s1,620,6.21
CHEMBL4107435,O=c1[nH]c(C2CCN(C3CCCC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,620,6.21
CHEMBL3979848,COc1cc2ccccc2cc1NC(=O)c1cnn2cccnc12,613,6.21
CHEMBL3895042,O=c1[nH]c(N2CCOCC2)nc(NC2CCC(O)CC2)c1-c1nc2ccccc2s1,620,6.21
CHEMBL3920407,COc1cccc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)n1,615.8,6.21
CHEMBL3622519,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CCNC2)c1-c1nc2ccccc2s1,620,6.21
CHEMBL3915142,O=C(Nc1cc(Cl)ccc1OC1CCCC(O)C1)c1cnn2cccnc12,605,6.22
CHEMBL3962215,COc1cc2cc[nH]c2cc1NC(=O)c1csc2cncnc12,596,6.22
CHEMBL4115438,O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1ccccn1,590,6.23
CHEMBL3894727,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)N2CCC3(CC2)C(=O)NCN3c2ccccc2)cs1,575.9,6.24
CHEMBL4112264,CC1CC(C)CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)C1,570,6.24
CHEMBL3343042,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(NCCc3ccccn3)nc2cc1O,579,6.24
CHEMBL3941496,Cc1cccc2nc(-c3c(NC4CCCNC4)nc(N4CCOCC4)[nH]c3=O)sc12,580,6.24
CHEMBL4114035,O=c1[nH]c(NC2CCOCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,575,6.24
CHEMBL4784181,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nc(C5CC5)no4)c(N[C@H](CO)c4ccccc4)n3)cc21,570,6.24
CHEMBL3622529,C[C@H]1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,565,6.25
CHEMBL3938296,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)C1,564,6.25
CHEMBL3906831,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(-c2cccc(C(N)=O)c2)o1,564.2,6.25
CHEMBL4106923,Cc1csc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)n1,554,6.26
CHEMBL402344,c1cc(NC2CCNC2)nc(-c2cnc3ccccn23)c1,545,6.26
CHEMBL207464,O=C(Nc1nc2ccccc2n1C1CCOC1=O)c1cccc([N+](=O)[O-])c1,550,6.26
CHEMBL4110755,CS(=O)(=O)N1CCC(Nc2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,545,6.26
CHEMBL4115626,CCS(=O)(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,550,6.26
CHEMBL404142,NC1CCCN(c2cccc(-c3cnc4ccccn34)n2)C1,535,6.27
CHEMBL3902218,C[C@H]1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)CN1,541,6.27
CHEMBL3622511,CN(C)c1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,542,6.27
CHEMBL4114246,CC(C)(C)c1cccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)n1,537,6.27
CHEMBL3931566,O=C(Nc1cc(Cl)ccc1-c1ccccc1)c1cnn2cccnc12,534,6.27
CHEMBL4114583,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cccc(C(F)(F)F)c2s1,520,6.28
CHEMBL3903575,O=C(Nc1cc(Cl)ccc1N1CCOCC1)c1cnn2cccnc12,523,6.28
CHEMBL4114134,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ccc(C2CC2)cn1,512,6.29
CHEMBL3909110,CN1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,512,6.29
CHEMBL3940589,O=C(Nc1cc(Cl)ccc1OCc1cnco1)c1cnn2cccnc12,516,6.29
CHEMBL258024,Cn1cnc(CNc2cccc(-c3cnc4ccccn34)n2)c1,497,6.3
CHEMBL3945929,O=C(Nc1cc(Cl)ccc1OCCC(O)CO)c1cnn2cccnc12,506,6.3
CHEMBL210983,O=C(Nc1nc2ccccc2n1CC1CCCO1)c1cccc([N+](=O)[O-])c1,500,6.3
CHEMBL3622511,CN(C)c1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,490,6.31
CHEMBL403490,c1cc(-c2cnc3ccccn23)nc(N2CCCNCC2)c1,487,6.31
CHEMBL5283237,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5ccn(C)n5)ccc4n3)cn2)CC1,490,6.31
CHEMBL3918045,O=C(Nc1cc(Cl)ccc1N1CCC(O)C1)c1cnn2cccnc12,493,6.31
CHEMBL3590484,Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCC4)nc23)c(C(F)(F)F)n1,480,6.32
CHEMBL3962911,O=C(Nc1cc(Cl)ccc1N1CCCC(O)C1)c1cnn2cccnc12,474,6.32
CHEMBL3931955,O=C(Nc1cc(Cl)ccc1OC1CCNCC1)c1cnn2cccnc12,476,6.32
CHEMBL3902407,O=C(Nc1cc(Cl)ccc1OC1CCNCC1)c1csc2cccnc12,476,6.32
CHEMBL3926861,O=C(Nc1cc(Cl)ccc1-c1ccc(O)cc1)c1cnn2cccnc12,477,6.32
CHEMBL3735401,CCc1cc2c(cc1-c1cnn(CC(=O)N(C)C)c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,465,6.33
CHEMBL4111965,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1cc2ccccc2cn1,466,6.33
CHEMBL3622531,OC[C@H]1C[C@@H](Nc2nc(NC3CC3)ncc2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,470,6.33
CHEMBL4060298,NC(=O)c1ccc(Nc2cc(NCc3ccccc3)c(C(N)=O)cn2)cc1,470,6.33
CHEMBL3622528,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCC[C@@H](O)C2)c1-c1nc2ccccc2s1,454,6.34
CHEMBL3919932,O=C(Nc1cc2cccnc2cc1OC1CCNC1)c1csc2cncnc12,455,6.34
CHEMBL4113715,C[C@@]1(O)[C@H](O)[C@@H](CO)C[C@H]1Nc1nc(NC2CCC2)[nH]c(=O)c1-c1nc2ccccc2s1,459,6.34
CHEMBL3622528,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCC[C@@H](O)C2)c1-c1nc2ccccc2s1,454,6.34
CHEMBL500069,c1cc(NC2CCNCC2)nc(-c2n[nH]c3ccccc23)c1,456,6.34
CHEMBL3935363,COc1cc(C(=O)Nc2ccccc2)ccc1NC(=O)c1cnn2cccnc12,455,6.34
CHEMBL4761304,CC(C)NC(=O)c1cnc(Nc2ccc3c(c2)C(C)(C)OC3=O)nc1N[C@H](CO)c1ccccc1,460,6.34
CHEMBL3907425,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cccnc12,459,6.34
CHEMBL3622526,O=C1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,450,6.35
CHEMBL4112772,O=c1[nH]c(NCCO)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,450,6.35
CHEMBL4113721,CC(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,450,6.35
CHEMBL3622526,O=C1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,450,6.35
CHEMBL4110865,CC(=O)N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,450,6.35
CHEMBL4112221,O=c1[nH]c(C2CCN(C3CCCCC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,450,6.35
CHEMBL5266083,Cn1cc(Nc2nc(NC3COC3)c3nc(CC#N)ccc3n2)cn1,447,6.35
CHEMBL3944326,O=C(Nc1cc(Cl)ccc1OCCCCO)c1cnn2cccnc12,437,6.36
CHEMBL4106963,O=c1[nH]c(C2CCN(C3CCOCC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,440,6.36
CHEMBL404471,N#Cc1ccccc1Nc1cccc(-c2cnc3ccccn23)n1,433,6.36
CHEMBL4107485,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(C2CC2)cs1,433,6.36
CHEMBL3892984,CCCN(C)c1ncc2scc(C(=O)Nc3cc(Cl)ccc3OC)c2n1,436,6.36
CHEMBL3753450,CC(=O)Nc1cn2cc(-c3cnc(N)c(OC(C)C(F)(F)F)n3)ccc2n1,430,6.37
CHEMBL3920995,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)C(C)C)nc12,432,6.37
CHEMBL3893092,C[C@H]1COCCN1c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1,431,6.37
CHEMBL3898402,O=C(Nc1cc(Cl)ccc1OCCCO)c1cnn2cccnc12,430,6.37
CHEMBL256717,COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1cccc(-c2cnn(C)c2)n1,420,6.38
CHEMBL210194,CCOC(=O)Cn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21,400,6.4
CHEMBL379985,O=C(Nc1nc2ccccc2n1CCO)c1cccc([N+](=O)[O-])c1,400,6.4
CHEMBL482708,CN(c1nccc(-c2cnc3ccccn23)n1)C1CCCCC1,400,6.4
CHEMBL4088523,NC(=O)c1cnc(Nc2ccc3[nH]ncc3c2)cc1NCc1ccccc1,390,6.41
CHEMBL3892709,CN(c1nc(NC2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1)[C@H]1CC[C@H](O)CC1,390,6.41
CHEMBL4113026,O=c1[nH]c(C2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,380,6.42
CHEMBL4225923,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)n1,380,6.42
CHEMBL4108247,CS(=O)(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,380,6.42
CHEMBL4079243,COC[C@@H]1CC(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12,373,6.43
CHEMBL3601197,COc1cc(Nc2cc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)cn2)ccn1,373,6.43
CHEMBL3929903,O=C(Nc1cc(Cl)ccc1OC1CCC(O)C1)c1cnn2cccnc12,361,6.44
CHEMBL4758887,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnc(C56CCN(CC5)CC6)o4)c(N[C@H](CO)c4ccccc4)n3)cc21,360,6.44
CHEMBL4098698,NC(=O)c1cnc(Nc2ccc3c(c2)CC(=O)N3)cc1NCc1ccccc1,360,6.44
CHEMBL3622188,CSc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,352,6.45
CHEMBL3622521,CN1CCC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)C1,354,6.45
CHEMBL3970853,C[C@H]1C[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,359,6.45
CHEMBL3928107,COc1cc2ccc(CO)cc2cc1NC(=O)c1cnn2cccnc12,358,6.45
CHEMBL3622521,CN1CCC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)C1,354,6.45
CHEMBL3622188,CSc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,352,6.45
CHEMBL257127,COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,350,6.46
CHEMBL4107000,O=c1[nH]c(Nc2cncnc2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,345,6.46
CHEMBL4100091,COc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,347,6.46
CHEMBL3962227,O=c1[nH]c(N2CCOCC2)nc(NCC2CCCCN2)c1-c1ccc2ccccc2n1,340,6.47
CHEMBL1990583,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,340,6.47
CHEMBL4111214,O=c1[nH]c(C2CCN(CC3CC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,340,6.47
CHEMBL4748045,CCOC(=O)c1cnc(Nc2ccc3c(c2)C(C)(C)OC3=O)nc1N[C@H](CO)c1ccccc1,340,6.47
CHEMBL3900127,O=C(Nc1cc(Cl)ccc1O[C@H]1CC[C@H](O)CC1)c1csc2cncnc12,338,6.47
CHEMBL3957399,O=c1[nH]c(N2CCOCC2)nc(NCC2CCNCC2)c1-c1nc2ccccc2s1,330,6.48
CHEMBL4112199,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cc(C3CC3)ccc2s1,330,6.48
CHEMBL3900478,CCC(CO)Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,330,6.48
CHEMBL4113046,O=c1[nH]c(N2CCC3CCCCC3C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,330,6.48
CHEMBL4113480,O=c1[nH]c(NC2CC(F)(F)C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,324,6.49
CHEMBL3955819,O=C(Nc1cc2ccccc2cc1OCCCO)c1cnn2cccnc12,327,6.49
CHEMBL4108417,O=c1[nH]c(Nc2ccccc2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,327,6.49
CHEMBL3924734,O=C(Nc1cc(Cl)ccc1N1CCCCC1)c1cnn2cccnc12,314,6.5
CHEMBL403395,c1cc(NCC2CCCN2)nc(-c2cnc3ccccn23)c1,313,6.5
CHEMBL4111977,CN(Cc1ccccc1)c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1,310,6.51
CHEMBL3947085,O=C(Nc1cc(Cl)ccc1N1CCCC1)c1cnn2cccnc12,312,6.51
CHEMBL3919293,O=C(Nc1cc(Cl)ccc1OC1CCC(CO)C1)c1cnn2cccnc12,306,6.51
CHEMBL4746921,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)cc(F)c2n1,309,6.51
CHEMBL3971772,N=C(N)CNc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,300,6.52
CHEMBL4075955,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@@H](c1ccccc1)[C@H](O)CO,300,6.52
CHEMBL3975532,O=C(Nc1ccc2ncccc2c1)c1csc2cnc(NCCO)nc12,300,6.52
CHEMBL4115548,CC1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC(C)O1,300,6.52
CHEMBL3931358,O=c1[nH]c(N2CCOCC2)nc(NC2CNC2)c1-c1nc2ccccc2s1,300,6.52
CHEMBL3901226,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3OC3CCC(O)CC3)cnn2c1,301,6.52
CHEMBL4111327,Cc1cccc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCCCC3)[nH]c2=O)n1,296.4,6.53
CHEMBL3961117,CC(C)Oc1ccc(Cl)cc1NC(=O)c1csc2cncnc12,290,6.54
CHEMBL4583622,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C)nc34)CC2)CC1,279,6.55
CHEMBL4108856,O=c1[nH]c(Nc2ccc(F)cc2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,284,6.55
CHEMBL3634384,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CC(F)(F)CC[C@@H]4N)nc23)c(C(F)F)n1,280,6.55
CHEMBL4111300,CC1CCCCN1c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1,280,6.55
CHEMBL4106530,COC(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,270,6.57
CHEMBL3933655,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCC(C)C)nc12,271,6.57
CHEMBL4107847,O=c1[nH]c(C2CCN(c3ncccn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,260,6.58
CHEMBL256735,O=C(c1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1)N1CCOCC1,263,6.58
CHEMBL3898529,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CCCNC2)c1-c1nc2ccccc2s1,255,6.59
CHEMBL3939338,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3N3CCC(CN)CC3)cnn2c1,254,6.59
CHEMBL3911370,COc1cc2cc(C)[nH]c2cc1NC(=O)c1cnn2cccnc12,255,6.59
CHEMBL4107488,O=C1CCCN1c1cccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)n1,258,6.59
CHEMBL3622522,NC1CCCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)C1,258,6.59
CHEMBL3622522,NC1CCCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)C1,258,6.59
CHEMBL4113079,CN(c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1)[C@H](CO)c1ccccc1,250,6.6
CHEMBL4106733,O=C(O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,250,6.6
CHEMBL3902377,NC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,251,6.6
CHEMBL3949920,O=c1[nH]c(N2CCOCC2)nc(NC2CCCNC2)c1-c1nc2ccccc2s1,244,6.61
CHEMBL4115340,NC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,240,6.62
CHEMBL3746678,CCc1cc2c(cc1-c1cnn(CCCN(C)C)c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,234,6.63
CHEMBL3926826,COc1cc2[nH]ncc2cc1NC(=O)c1cnn2cccnc12,231,6.64
CHEMBL3982860,NC1CCCCC1Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,230,6.64
CHEMBL402295,c1cc(NC2C[C@H]3CC[C@@H](C2)N3)nc(-c2cnc3ccccn23)c1,225,6.65
